AppTime,HMDPos_x,HMDPos_y,HMDPos_z,HMDRot_x,HMDRot_y,HMDRot_z,HMDRot_w,EyeBlink_left,EyeBlink_right,EyePos_org_x,EyePos_org_y,EyePos_org_z,EyePos_dir_x,EyePos_dir_y,EyePos_dir_z,Eye_time_stamp,LeftPos_x,LeftPos_y,LeftPos_z,LeftVelocity,LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w,RightPos_x,RightPos_y,RightPos_z,RightVelocity,RightRot_x,RightRot_y,RightRot_z,RightRot_w
202.6345,0.01434762,1.49418,-0.00380537,0.08852282,0.05805889,-0.001567699,-0.001567699,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.6753,0.01268119,1.494791,-0.004738512,0.08352774,0.05992842,0.0002080339,0.0002080339,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.7003,0.01234326,1.495195,-0.005199627,0.07798955,0.05783673,0.0006583137,0.0006583137,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.7439,0.01011766,1.497588,-0.006531972,0.0756868,0.04944916,0.001241018,0.001241018,False,False,-3.535296,1.20369,2.050338,-0.1081447,-0.3803126,-0.9185088,202.7392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.7726,0.009373046,1.49797,-0.007615066,0.07374339,0.04733204,0.0075356,0.0075356,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.8124,0.00816983,1.497823,-0.009233935,0.07213122,0.04746279,0.004673383,0.004673383,False,False,-3.534303,1.205622,2.0518,-0.2439282,-0.3579914,-0.9012863,202.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.8593,0.007041691,1.497641,-0.01072082,0.07374496,0.04766764,-0.01178809,-0.01178809,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.9003,0.007173697,1.496216,-0.01230285,0.07692395,0.0486341,-0.01786043,-0.01786043,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.9412,0.008486129,1.496317,-0.0140813,0.07233375,0.05714879,-0.01257398,-0.01257398,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.9664,0.009036768,1.496975,-0.01544228,0.07051961,0.05974891,-0.01087251,-0.01087251,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.9962,0.008788554,1.497558,-0.01657771,0.06713372,0.06176278,-0.01183459,-0.01183459,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203.0314,0.008799484,1.499638,-0.01886138,0.05720721,0.06876033,-0.006825647,-0.006825647,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203.0565,0.008404009,1.5005,-0.01999033,0.05244615,0.06658892,-0.007861269,-0.007861269,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203.0973,0.007374559,1.502565,-0.02234946,0.04324187,0.06337242,-0.006489931,-0.006489931,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203.1323,0.006728221,1.50263,-0.02332263,0.04124653,0.06178365,-0.008976791,-0.008976791,False,False,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
