AppTime;HMDPos_x,HMDPos_y,HMDPos_z;MDRot_x,HMDRot_y,HMDRot_z,HMDRot_w;EyePos_x,EyePos_y,EyePos_z;LeftPos_x,LeftPos_y,LeftPos_z;LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w;RightPos_x,RightPos_y,RightPos_z;RightRot_x,RightRot_y,RightRot_z,RightRot_w;
117.0813;0.7681656,1.480189,-0.08900955;-0.09985834,0.6405778,0.06441668,0.7586429;-3.9211,1.180266,2.24386;0.9839989,1.230976,0.08122018;0.1109653,0.6712297,0.4532846,0.5759085;0.9316541,1.277883,-0.2398139;-0.5376375,0.4785161,0.1497481,0.6778966;
117.0914;0.768213,1.480148,-0.08901004;-0.09987307,0.6399156,0.06389947,0.7592432;-3.921288,1.179902,2.249158;0.9828169,1.231554,0.08190402;0.1091196,0.6714326,0.4533306,0.5759884;0.9316194,1.278465,-0.2391326;-0.5380052,0.4776691,0.1496998,0.6782128;
117.1023;0.7681475,1.480161,-0.08894767;-0.09993206,0.639246,0.06369813,0.7598162;-3.921524,1.17955,2.254205;0.9826885,1.232049,0.08216414;0.10776,0.6712267,0.45348,0.5763667;0.931866,1.278723,-0.2386809;-0.5387245,0.4767319,0.149163,0.6784195;
117.1143;0.7680246,1.4802,-0.08882648;-0.1001518,0.6385577,0.06360302,0.7603738;-3.921925,1.179346,2.256385;0.9836644,1.233245,0.08301693;0.1073102,0.6713127,0.4537685,0.5761233;0.9323293,1.278865,-0.2382801;-0.5396971,0.4756135,0.1483696,0.6786054;
117.1243;0.7678696,1.480256,-0.08862762;-0.1005762,0.6378592,0.06350084,0.7609125;-3.921911,1.179355,2.256437;0.9839261,1.233521,0.08287492;0.1058497,0.6711365,0.4546563,0.5758988;0.9325644,1.279092,-0.2378189;-0.5406038,0.4743889,0.1475786,0.6789133;
117.1371;0.7677026,1.480313,-0.08847557;-0.1010318,0.637224,0.063577,0.7613778;-3.921858,1.179379,2.256476;0.9815851,1.235081,0.08404872;0.1057363,0.6709988,0.4562455,0.5748222;0.9330926,1.279156,-0.2371485;-0.5413126,0.4732803,0.1468365,0.6792831;
117.1472;0.7675738,1.480425,-0.08831397;-0.1015472,0.6365297,0.06371242,0.7618785;-3.921594,1.179684,2.252776;0.9798479,1.235841,0.08468726;0.1059688,0.6711344,0.4577219,0.5734456;0.9336438,1.279312,-0.2364941;-0.5417905,0.4722444,0.1463325,0.6797317;
117.1591;0.7675067,1.480481,-0.08813594;-0.1021848,0.6359737,0.06380241,0.76225;-3.920169,1.180958,2.23672;0.9798998,1.236002,0.0844312;0.1054227,0.6712789,0.4592252,0.5721739;0.9338595,1.279426,-0.2358045;-0.5422635,0.4712414,0.1462517,0.6800678;
117.1701;0.7674699,1.480539,-0.08788883;-0.1028073,0.635308,0.06411669,0.7626949;-3.919241,1.181798,2.226871;0.9778867,1.237066,0.08548948;0.1055303,0.6714557,0.4607249,0.5707392;0.9337929,1.279941,-0.23493;-0.5428663,0.4699174,0.1461819,0.6805179;
117.1801;0.7673954,1.480641,-0.08764368;-0.1032713,0.6346975,0.06437571,0.7631186;-3.919843,1.181259,2.233807;0.9777569,1.237152,0.08528274;0.1046303,0.671954,0.4615525,0.5696487;0.9340701,1.280059,-0.2343129;-0.5436336,0.4686811,0.1457074,0.6808597;
117.1911;0.7672675,1.48072,-0.08734248;-0.1037801,0.6341118,0.06472603,0.7635067;-3.920395,1.180779,2.240701;0.975938,1.236865,0.0856429;0.1037546,0.6730308,0.4616643,0.5684458;0.9352146,1.279942,-0.2336129;-0.5437376,0.4677834,0.1450536,0.6815333;
117.203;0.7670799,1.480811,-0.08699404;-0.1041422,0.6335121,0.06507052,0.7639258;-3.920908,1.180234,2.247201;0.974539,1.237094,0.0864903;0.1032092,0.6739708,0.4620388,0.5671256;0.9356445,1.279978,-0.2329253;-0.5438511,0.4669993,0.1444775,0.6821026;
117.214;0.7669392,1.480849,-0.08656619;-0.1043352,0.6330023,0.06533891,0.7642991;-3.921168,1.179979,2.250942;0.9738909,1.237152,0.08693072;0.1034141,0.6745619,0.4623657,0.5661182;0.9370208,1.279588,-0.2322965;-0.5435963,0.4665886,0.1435556,0.6827811;
117.2253;0.7667569,1.480898,-0.08618042;-0.1044422,0.6324821,0.06569526,0.7646846;-3.92123,1.179891,2.25266;0.9734639,1.236938,0.08707222;0.1039014,0.6747604,0.4635117,0.5648538;0.9376026,1.279476,-0.2314546;-0.5434415,0.465933,0.1430103,0.683466;
117.2361;0.7665672,1.480927,-0.08568764;-0.104538,0.6320074,0.06592339,0.7650442;-3.921052,1.180027,2.251527;0.9722515,1.237384,0.08771226;0.1049396,0.6751215,0.4647314,0.5632258;0.9381635,1.279382,-0.2307013;-0.5431713,0.4656342,0.1424453,0.6840023;
117.2472;0.7663409,1.480952,-0.08526256;-0.1044413,0.6315114,0.06624905,0.7654387;-3.920317,1.180606,2.244883;0.9721389,1.237186,0.08788773;0.1065324,0.6755087,0.4652731,0.562014;0.9381021,1.279596,-0.229662;-0.5428404,0.4654198,0.1419763,0.6845083;
117.2577;0.7661797,1.481017,-0.0848366;-0.1043907,0.6310738,0.06633833,0.7657987;-3.920194,1.180673,2.244571;0.9717109,1.237081,0.08831248;0.1078641,0.6759177,0.465495,0.5610837;0.9386756,1.279297,-0.228896;-0.5426014,0.4649476,0.1411325,0.6851927;
117.2689;0.7660193,1.480957,-0.08439022;-0.104294,0.6306591,0.06637973,0.7661498;-3.920198,1.180624,2.245528;0.9711239,1.236947,0.0886527;0.1085373,0.6766815,0.4648317,0.5605831;0.9392101,1.279104,-0.2280985;-0.5422246,0.4646574,0.1403439,0.6858496;
117.2797;0.7657995,1.480978,-0.08383296;-0.1041775,0.6302158,0.06632677,0.766535;-3.920478,1.180391,2.248747;0.9708178,1.236767,0.08905002;0.1089253,0.6773694,0.4637769,0.5605506;0.9403852,1.2789,-0.2272594;-0.5416662,0.4644615,0.1396654,0.6865617;
117.2916;0.7656001,1.480901,-0.08331365;-0.1038243,0.6298034,0.0662298,0.7669302;-3.920591,1.180237,2.250884;0.9714141,1.236586,0.0896242;0.1087186,0.6781115,0.4625877,0.560676;0.9408607,1.278736,-0.2264516;-0.5410794,0.4644597,0.1392148,0.6871168;
117.3017;0.7654867,1.480815,-0.08272019;-0.1034262,0.6293812,0.06622159,0.7673311;-3.920523,1.180197,2.250836;0.9713172,1.236451,0.09014162;0.1081778,0.6781765,0.4617316,0.5614074;0.9416914,1.278348,-0.2255313;-0.5405725,0.4645012,0.1388102,0.6875695;
117.3136;0.7652806,1.480824,-0.08210799;-0.1028703,0.6291172,0.06617672,0.7676262;-3.920045,1.180413,2.248139;0.9710516,1.236341,0.09069508;0.1079866,0.6783709,0.4610933,0.5617338;0.9418106,1.278152,-0.2246368;-0.5402969,0.4643241,0.1383175,0.6880049;
117.3258;0.7650762,1.480734,-0.08142;-0.1021909,0.6286166,0.06610167,0.7681333;-3.919524,1.180713,2.243564;0.9709424,1.236241,0.09116137;0.1066788,0.6785414,0.4605435,0.5622286;0.9420868,1.278032,-0.2238631;-0.5403151,0.4639372,0.1376654,0.6883823;
117.3355;0.7648736,1.480689,-0.08074576;-0.1015093,0.6282157,0.06608855,0.7685527;-3.919245,1.180829,2.241198;0.9693042,1.236337,0.09194347;0.1053102,0.6785853,0.4601673,0.5627413;0.9421012,1.277926,-0.2229294;-0.540536,0.4632386,0.136797,0.6888522;
117.3478;0.7646983,1.48064,-0.0800132;-0.1008007,0.6278133,0.06602459,0.7689802;-3.919548,1.180565,2.244078;0.9690833,1.236324,0.09256497;0.1045778,0.6788993,0.4592108,0.5632804;0.9422644,1.277828,-0.2221476;-0.5408042,0.4625966,0.1358995,0.6892507;
117.3587;0.7645202,1.480556,-0.07922213;-0.1000415,0.6274108,0.06569271,0.7694361;-3.919574,1.180403,2.244832;0.9679352,1.236662,0.09357768;0.1039474,0.6791202,0.45869,0.5635549;0.9424963,1.277581,-0.2213292;-0.5409584,0.4619477,0.1352852,0.6896857;
117.3695;0.7643951,1.480446,-0.07847256;-0.09922218,0.6268829,0.06539218,0.7699979;-3.919791,1.180195,2.247108;0.9690797,1.236857,0.09464669;0.1062241,0.6799672,0.4572206,0.5633031;0.9427119,1.277611,-0.2202677;-0.5408905,0.4615359,0.134781,0.6901133;
117.3806;0.7642664,1.480309,-0.07766025;-0.09822492,0.6264732,0.06501366,0.7704911;-3.919985,1.179945,2.249508;0.9694816,1.236839,0.09522372;0.1077267,0.6805949,0.4561397,0.563136;0.9427977,1.277573,-0.2193717;-0.5407448,0.4612784,0.1346182,0.6904313;
117.3914;0.7640604,1.480172,-0.07681461;-0.09726518,0.6259351,0.06462795,0.7710824;-3.919943,1.179883,2.249292;0.9706628,1.236879,0.09555483;0.1100456,0.6814222,0.4547881,0.5627802;0.9426399,1.277632,-0.2184346;-0.5407929,0.4611022,0.1345111,0.690532;
117.4026;0.7638184,1.480003,-0.0758649;-0.09606593,0.6255196,0.0640339,0.7716192;-3.919825,1.179817,2.248502;0.9709308,1.236869,0.09628281;0.1114533,0.6816192,0.4538338,0.563035;0.942407,1.27762,-0.2175275;-0.540977,0.4606012,0.1341239,0.6907976;
117.4143;0.7635804,1.479845,-0.07490564;-0.09496328,0.6250193,0.06345323,0.7722089;-3.919725,1.179825,2.247357;0.9701649,1.236985,0.0969815;0.1119467,0.6820532,0.4524207,0.5635485;0.9424428,1.277583,-0.2166106;-0.5411705,0.4600546,0.1335339,0.6911244;
117.4254;0.7633036,1.479608,-0.07391678;-0.0937609,0.6243923,0.06279583,0.7729166;-3.919612,1.179716,2.247011;0.9703635,1.236507,0.09732613;0.1104894,0.6826296,0.451429,0.5639334;0.9429804,1.277451,-0.2156811;-0.5415992,0.4595773,0.1328069,0.6912463;
117.4363;0.7629539,1.479409,-0.0728731;-0.09256548,0.623767,0.06227798,0.7736071;-3.919258,1.179668,2.246174;0.9703684,1.236671,0.09819728;0.1086702,0.682585,0.4508682,0.5647888;0.9430032,1.277429,-0.2147357;-0.5421312,0.4589885,0.1319978,0.6913754;
117.4461;0.7626979,1.479231,-0.07181279;-0.09116897,0.6231864,0.06171295,0.7742858;-3.918519,1.179839,2.241251;0.9714228,1.237377,0.09890196;0.1081149,0.6825545,0.4500374,0.5655943;0.9434509,1.277211,-0.2137919;-0.5424217,0.4583747,0.1313989,0.6916687;
117.4573;0.7623693,1.479004,-0.0706546;-0.08980636,0.6224005,0.06117255,0.7751197;-3.918561,1.179633,2.241989;0.9714403,1.237611,0.0999929;0.1065827,0.6821656,0.4498154,0.5665302;0.943601,1.277167,-0.2126323;-0.5425146,0.458084,0.1309694,0.69187;
117.469;0.7621711,1.47876,-0.0695033;-0.08845205,0.6217721,0.06054846,0.7758283;-3.915677,1.180737,2.22383;0.9716654,1.237272,0.1009037;0.1057229,0.6818162,0.4494768,0.5673798;0.9436306,1.277127,-0.2115482;-0.5426388,0.4576662,0.1304788,0.6921417;
117.4811;0.7618771,1.478523,-0.06827635;-0.08709305,0.6210647,0.05985606,0.776602;-3.915945,1.180329,2.226806;0.9717053,1.237478,0.1014436;0.1053803,0.6815766,0.4490453,0.5680728;0.9427878,1.277283,-0.2101415;-0.5426944,0.4572123,0.130298,0.692432;
117.4923;0.7616571,1.478269,-0.06706947;-0.08564457,0.6202588,0.05919267,0.7774575;-3.916224,1.179937,2.229285;0.9718935,1.237535,0.1024057;0.105143,0.6813595,0.4485911,0.5687357;0.942753,1.277244,-0.208954;-0.5427573,0.4567795,0.1299389,0.6927359;
117.5033;0.7613428,1.478027,-0.06578488;-0.08421642,0.6193444,0.05851762,0.7783931;-3.91505,1.180193,2.222186;0.9723926,1.237914,0.1034496;0.1060478,0.6816997,0.4475473,0.5689823;0.9423759,1.277406,-0.2075624;-0.5429391,0.4563241,0.1295209,0.6929718;
117.5141;0.7612218,1.477746,-0.06443332;-0.0827652,0.6185487,0.05770211,0.7792419;-3.914873,1.180101,2.219969;0.9726768,1.237933,0.1044494;0.1065315,0.6821024,0.4469364,0.5688894;0.9420172,1.277312,-0.2063163;-0.5431823,0.4555016,0.1289574,0.6934273;
117.5254;0.7609185,1.477465,-0.06312833;-0.08136128,0.617641,0.05700068,0.7801609;-3.91538,1.179683,2.222125;0.9724056,1.237535,0.1050914;0.1074678,0.6823996,0.4464388,0.5687476;0.9417499,1.277162,-0.2048916;-0.5434971,0.4548285,0.1283,0.6937442;
117.5371;0.7605342,1.477177,-0.06168749;-0.0798285,0.616784,0.05633553,0.781045;-3.915,1.179647,2.217869;0.9727222,1.237093,0.1060567;0.1083747,0.6822387,0.4455301,0.5694808;0.9411426,1.277136,-0.2034369;-0.5438139,0.4540556,0.1276958,0.6941137;
117.5494;0.7601441,1.476895,-0.06022329;-0.07832134,0.615885,0.05564245,0.7819561;-3.914842,1.1795,2.215886;0.9730356,1.236959,0.10709;0.1088257,0.6820555,0.4445805,0.5703556;0.9409562,1.277026,-0.2020054;-0.5439474,0.4534445,0.1271201,0.694514;
117.5601;0.7598121,1.476559,-0.05874571;-0.07659348,0.6149413,0.05505691,0.7829109;-3.912905,1.179939,2.203585;0.9739319,1.236907,0.1080614;0.108301,0.6819193,0.4431196,0.5717534;0.9405698,1.277197,-0.2004296;-0.5440814,0.4527838,0.1264147,0.6949688;
117.57;0.7594377,1.476199,-0.05725528;-0.07489994,0.6139171,0.05435096,0.7839273;-3.90995,1.18078,2.185614;0.9738317,1.236631,0.109281;0.1075822,0.6816421,0.4420964,0.5730105;0.9403766,1.277087,-0.1989696;-0.544248,0.452135,0.1256614,0.6953973;
117.5809;0.7590332,1.475835,-0.05571637;-0.07316293,0.6129656,0.05364024,0.7848842;-3.907631,1.180794,2.182148;0.9740633,1.236492,0.1104729;0.1065601,0.6811993,0.4410243,0.5745521;0.9398712,1.276795,-0.1972575;-0.5443699,0.4514452,0.1249418,0.6958794;
117.5921;0.7586572,1.475464,-0.05409868;-0.0711906,0.6119465,0.0528646,0.7859127;-3.907971,1.180545,2.178006;0.9742625,1.236511,0.1117161;0.1057043,0.6807775,0.4400756,0.5759358;0.9396263,1.276615,-0.1957014;-0.5444641,0.4507721,0.124254,0.6963651;
117.6029;0.7583048,1.475037,-0.05251986;-0.06926443,0.6108088,0.05213654,0.7870178;-3.907835,1.180248,2.176875;0.9744648,1.236297,0.1129868;0.1047523,0.6804393,0.4390903,0.5772599;0.9397138,1.276436,-0.1939446;-0.544572,0.4499628,0.123501,0.6969378;
117.6139;0.7578303,1.474603,-0.05086085;-0.06710733,0.6097013,0.05133723,0.7881152;-3.908991,1.179414,2.185525;0.9739434,1.236613,0.114022;0.1033692,0.6802285,0.437732,0.5787873;0.9397382,1.276145,-0.1922812;-0.5446701,0.4492685,0.1228205,0.6974292;
117.6248;0.7573067,1.474146,-0.04921707;-0.06482556,0.6084373,0.05058609,0.7893305;-3.909441,1.178864,2.189259;0.9740711,1.236479,0.1152414;0.1021283,0.6799556,0.4358949,0.5807115;0.939446,1.275847,-0.1905789;-0.5446901,0.4484863,0.1221968,0.6980262;
117.6349;0.7568229,1.473676,-0.04752599;-0.0626673,0.6070766,0.04971721,0.7906067;-3.907273,1.179386,2.170081;0.974221,1.236237,0.116584;0.1020446,0.6794417,0.4345514,0.5823324;0.9392121,1.275641,-0.1889127;-0.5450312,0.4477271,0.1214879,0.6983711;
117.6467;0.7561498,1.473162,-0.04582345;-0.06057107,0.6055405,0.04872859,0.7920085;0.9742305,1.235492,0.1181855;0.1028431,0.6787412,0.4342529,0.5832308;0.9390345,1.275295,-0.187202;-0.5452535,0.4468843,0.1208827,0.6988422;
117.6566;0.7556917,1.472669,-0.04406708;-0.05847585,0.6038771,0.04756969,0.7935051;0.9745656,1.235203,0.119464;0.1040465,0.6780735,0.434107,0.5839022;0.9387437,1.274981,-0.1854896;-0.5452965,0.4462022,0.1203222,0.6993411;
117.6676;0.7550865,1.472154,-0.04225153;-0.0568236,0.6020532,0.04628577,0.7950854;0.9739562,1.235176,0.120799;0.1055847,0.6776752,0.4344723,0.5838168;0.937093,1.27532,-0.1837551;-0.5454943,0.4456169,0.119127,0.6997644;
117.6796;0.7545187,1.471687,-0.04042021;-0.05520422,0.6002324,0.04503984,0.7966462;0.9739314,1.234901,0.1221828;0.106698,0.6774679,0.4343301,0.5839608;0.9368047,1.275024,-0.182053;-0.5453391,0.4451511,0.1184285,0.7003003;
117.6907;0.7539093,1.471171,-0.03861327;-0.05364697,0.5983469,0.04387282,0.7982344;0.9731274,1.234375,0.1239701;0.107246,0.6776826,0.4341359,0.5837556;0.9350085,1.275746,-0.1806033;-0.5457842,0.4448376,0.1157066,0.7006076;
117.7016;0.7533065,1.470633,-0.03680508;-0.05214925,0.5965033,0.04273351,0.7997738;0.9715164,1.234615,0.1253913;0.1071742,0.6776182,0.4342184,0.5837822;0.9351113,1.27499,-0.178329;-0.5460019,0.4445404,0.1145945,0.7008094;
117.7125;0.7526768,1.470135,-0.03497568;-0.05058524,0.5946821,0.04160215,0.8012888;0.9712871,1.234462,0.1267579;0.1075459,0.6780019,0.4337964,0.583582;0.9348282,1.274691,-0.1766882;-0.5462007,0.4441492,0.1138637,0.7010217;
117.7229;0.7520008,1.469627,-0.03314825;-0.04919507,0.5927144,0.04056139,0.802885;0.9694122,1.234864,0.128736;0.1073181,0.6786413,0.4335766,0.5830439;0.9338957,1.274711,-0.175227;-0.546829,0.4439328,0.1117169,0.7010143;
117.734;0.7513608,1.469095,-0.03128257;-0.0478682,0.5908709,0.03948325,0.8043763;0.9696292,1.234911,0.1298386;0.107702,0.679179,0.4328692,0.5828727;0.9341838,1.273878,-0.1732971;-0.5471397,0.4438694,0.1112487,0.7008864;
117.7469;0.7507514,1.468511,-0.02945191;-0.04656256,0.5889711,0.03845262,0.8058947;0.9692978,1.234757,0.1313425;0.1075728,0.6795078,0.4318999,0.5832323;0.9339139,1.273571,-0.1716929;-0.5474085,0.4438649,0.1110399,0.7007126;
117.758;0.7499753,1.467956,-0.02764404;-0.04515195,0.5871724,0.03745237,0.8073335;0.9681872,1.235236,0.1329896;0.106798,0.6796356,0.4308057,0.5840344;0.9329748,1.27358,-0.1701853;-0.5480024,0.4436978,0.1097347,0.7005599;
117.768;0.7490492,1.46743,-0.02575909;-0.04381481,0.5853584,0.03639003,0.8087716;0.9677668,1.235451,0.1345484;0.105702,0.6798497,0.4294351,0.5849931;0.9326791,1.273303,-0.1686053;-0.5484738,0.4435087,0.1092775,0.7003821;
117.779;0.7482237,1.466931,-0.02398933;-0.04258378,0.5835724,0.03535404,0.8101729;0.9678924,1.235579,0.1364934;0.1031354,0.6803381,0.4278622,0.5860351;0.9318597,1.273326,-0.1668255;-0.5496127,0.4432298,0.1079595,0.6998699;
117.7909;0.7473654,1.466453,-0.02224245;-0.04150398,0.5818702,0.03439317,0.8114935;0.9677987,1.235983,0.1379064;0.1014629,0.6807221,0.4268984,0.5865837;0.9315535,1.273082,-0.1652432;-0.550395,0.4428511,0.1073773,0.6995844;
117.8028;0.7465274,1.46595,-0.02050136;-0.04067441,0.5801973,0.03363013,0.8127642;0.9663008,1.236751,0.1399329;0.09948286,0.6813381,0.4269443,0.5861742;0.9307423,1.272852,-0.1634512;-0.5513699,0.442355,0.1061654,0.6993155;
117.8126;0.7457364,1.465473,-0.01876948;-0.03980121,0.5784498,0.03270798,0.8140896;0.9660935,1.236787,0.1414848;0.09804019,0.6823986,0.4271877,0.5850052;0.9311417,1.272309,-0.1615322;-0.5519999,0.4422127,0.1048663,0.6991045;
117.8237;0.7449206,1.464999,-0.01711496;-0.03905531,0.5768673,0.03182558,0.8152828;-3.908264,1.169687,2.20174;0.9658843,1.237358,0.1430969;0.09692565,0.6835216,0.4274091,0.5837168;0.9308599,1.272007,-0.1597824;-0.5526482,0.4416971,0.1042046,0.6990173;
117.8348;0.7440231,1.464553,-0.01544405;-0.03851511,0.5753842,0.03090191,0.8163913;-3.908514,1.169067,2.199832;0.9650669,1.237644,0.1449058;0.09580562,0.6845285,0.427999,0.5822876;0.9307817,1.271621,-0.1579453;-0.5532342,0.4414879,0.1032486,0.6988277;
117.8456;0.7430986,1.464086,-0.01382459;-0.03793774,0.5738175,0.03010629,0.8175499;-3.907493,1.168682,2.198275;0.9646415,1.237961,0.1466525;0.09485161,0.6850957,0.4282191,0.5816146;0.9305094,1.271283,-0.1561468;-0.5538718,0.4411284,0.1027509,0.6986231;
117.8577;0.7421821,1.46367,-0.01221945;-0.03752207,0.5724639,0.02921975,0.8185496;-3.907185,1.168122,2.196406;0.9642663,1.238407,0.1486324;0.09468629,0.6850521,0.4280717,0.5818014;0.9308504,1.270711,-0.1541448;-0.5545253,0.4408662,0.1020283,0.6983759;
117.8679;0.7412834,1.463319,-0.0106211;-0.03715174,0.571184,0.02827231,0.8194934;-3.922903,1.164682,2.191009;0.9642297,1.238991,0.1504464;0.09432365,0.6845574,0.4275063,0.5828573;0.9304522,1.270306,-0.1522152;-0.5553328,0.4403903,0.1013209,0.6981375;
117.8798;0.7403781,1.462904,-0.009046208;-0.037,0.5699477,0.02734109,0.8203921;-3.905578,1.167273,2.192949;0.9639088,1.23942,0.1524704;0.09379288,0.6841016,0.4270857,0.5837856;0.9301161,1.269948,-0.150371;-0.5565166,0.4396361,0.1004379,0.6977977;
117.8908;0.7394615,1.462543,-0.007510444;-0.03691362,0.5688556,0.02634464,0.8211861;-3.904872,1.166817,2.188732;0.963173,1.239926,0.1545161;0.09261943,0.6829149,0.4270304,0.5854008;0.9302716,1.269528,-0.1482796;-0.5576853,0.4389339,0.09882177,0.6975374;
117.9017;0.7384645,1.462231,-0.005992913;-0.03669718,0.5678829,0.02541509,0.8218981;-3.899284,1.167102,2.17649;0.9629216,1.240429,0.1563917;0.09149054,0.682192,0.4269463,0.5864814;0.9297783,1.269153,-0.146311;-0.5588656,0.4380897,0.09748325,0.6973118;
117.9136;0.7375402,1.461847,-0.004500943;-0.03646441,0.5669351,0.02460509,0.8225871;-3.893795,1.167087,2.152117;0.9621874,1.24102,0.1587736;0.08948835,0.6818305,0.4268935,0.5872486;0.9294063,1.268699,-0.1443968;-0.5601898,0.4370257,0.09593326,0.6971319;
117.9307;0.7366922,1.461526,-0.003090368;-0.03608507,0.5658546,0.02386809,0.8233692;-3.895486,1.166131,2.152806;0.9616085,1.241393,0.1606751;0.08752841,0.6820729,0.4266515,0.5874383;0.9297057,1.268106,-0.1424212;-0.5612024,0.4361643,0.09415808,0.6970989;
117.9426;0.7358408,1.461134,-0.001562852;-0.03567307,0.5650426,0.02302495,0.8239686;-3.895047,1.165663,2.158301;0.9611425,1.241967,0.1623761;0.08589659,0.6828739,0.4273487,0.5862406;0.9293603,1.267552,-0.1405197;-0.5626345,0.4348998,0.09242754,0.6969661;
117.9546;0.7341534,1.460402,0.001357934;-0.03471531,0.5631901,0.02125615,0.8253241;-3.897937,1.164782,2.171313;0.9603189,1.243149,0.1652101;0.08480258,0.6841462,0.4284456,0.5841121;0.9286557,1.26642,-0.1363636;-0.5650998,0.4325162,0.08921637,0.6968734;
117.9647;0.7333118,1.460002,0.002796944;-0.03399967,0.5623152,0.02016481,0.8259776;-3.896584,1.164464,2.168177;0.9599177,1.244129,0.1664542;0.08552781,0.6848757,0.4285581,0.5830679;0.9281971,1.265822,-0.1341172;-0.5662535,0.4314677,0.0879079,0.696753;
117.9756;0.7323169,1.459617,0.004328748;-0.03313714,0.5615011,0.0189375,0.8265953;-3.897356,1.163884,2.172877;0.9595923,1.244553,0.1678885;0.08661721,0.6853976,0.4286695,0.5822114;0.9279159,1.265148,-0.1321629;-0.5673556,0.4304162,0.08621762,0.6967181;
117.9875;0.7315263,1.459186,0.005737271;-0.03200992,0.5605123,0.017747,0.827337;-3.898081,1.16325,2.174884;0.9597433,1.244674,0.1692978;0.0886621,0.6853896,0.4286413,0.5819337;0.927635,1.264251,-0.1299586;-0.5679428,0.429616,0.08365531,0.6970459;
117.9986;0.7306815,1.458712,0.007119909;-0.03058687,0.5594801,0.01644738,0.828116;-3.897401,1.162818,2.174934;0.95936,1.244937,0.1706279;0.09005395,0.6854373,0.4281962,0.5819915;0.9276232,1.263318,-0.1276756;-0.5687363,0.4287816,0.080785,0.6972511;
118.0096;0.7297312,1.458142,0.008488039;-0.02899686,0.5583764,0.01496746,0.8289456;-3.895267,1.162594,2.169029;0.9588796,1.245021,0.1722646;0.09020189,0.6857824,0.4276472,0.5819656;0.9276124,1.262441,-0.1256367;-0.5695921,0.4280292,0.07753731,0.6973836;
118.0204;0.7287762,1.457532,0.009777645;-0.0268253,0.5570281,0.01365438,0.8299479;-3.894311,1.162151,2.165832;0.9588904,1.245207,0.1737761;0.08991439,0.6863048,0.4274439,0.5815435;0.9274726,1.261471,-0.1233397;-0.5703253,0.4277301,0.07361567,0.6973929;
118.0328;0.7277385,1.457,0.01108604;-0.02465087,0.5556793,0.0122776,0.8309405;-3.894791,1.161562,2.171524;0.9588493,1.245906,0.1745539;0.08818527,0.6874376,0.4267784,0.5809588;0.9273688,1.26039,-0.1209623;-0.5708928,0.4276943,0.06935609,0.6973872;
118.0433;0.7267535,1.45652,0.0123235;-0.02244854,0.554152,0.01109845,0.8320388;-3.894195,1.161087,2.17081;0.9582418,1.247395,0.1746048;0.08516941,0.6892921,0.4263352,0.5795351;0.927526,1.259238,-0.1187828;-0.5712081,0.4278315,0.06499798,0.6974646;
118.0533;0.725684,1.456059,0.01361602;-0.02044441,0.5525051,0.009920206,0.8331998;-3.893763,1.160594,2.169717;0.9578822,1.248187,0.1753264;0.08333839,0.690785,0.4260764,0.5782126;0.9269423,1.258245,-0.1164144;-0.5715874,0.427667,0.06098484,0.6976172;
118.0652;0.7245537,1.455745,0.01490079;-0.01849657,0.5507223,0.008890601,0.8344362;-3.892879,1.159948,2.168664;0.9579962,1.248945,0.175654;0.08168054,0.6927844,0.4259937,0.5761141;0.9270488,1.256972,-0.1140763;-0.5715975,0.427124,0.05610769,0.6983504;
