AppTime;HMDPos_x,HMDPos_y,HMDPos_z;MDRot_x,HMDRot_y,HMDRot_z,HMDRot_w;EyePos_x,EyePos_y,EyePos_z;LeftPos_x,LeftPos_y,LeftPos_z;LeftRot_x,LeftRot_y,LeftRot_z,LeftRot_w;RightPos_x,RightPos_y,RightPos_z;RightRot_x,RightRot_y,RightRot_z,RightRot_w;
192.5482;0.6611892,1.430407,-0.1701097;0.04253411,0.8733072,-0.1110441,0.4724348;-3.794437,1.13327,2.306439;0.8347877,1.284543,0.01043972;-0.02119817,0.6140727,0.616662,0.4921316;1.17043,1.016233,-0.8119112;-0.1583766,0.7393161,-0.1283109,0.641767;
192.56;0.6614648,1.430226,-0.1701953;0.04237896,0.8729514,-0.1112349,0.473061;-3.794494,1.133304,2.306165;0.8344011,1.284817,0.01037666;-0.02184219,0.6140392,0.6171751,0.4915015;1.167571,1.016692,-0.8146676;-0.1583593,0.7446329,-0.123586,0.6365303;
192.575;0.6618691,1.429586,-0.1701652;0.04326769,0.8719701,-0.1127932,0.4744195;-3.793955,1.133329,2.306633;0.8366942,1.284968,0.009296983;-0.02257331,0.6142698,0.618586,0.4894021;1.161164,1.01766,-0.8208086;-0.1554242,0.7532825,-0.1186853,0.627951;
192.5859;0.6619979,1.42919,-0.170099;0.04408303,0.8714586,-0.1140553,0.4749821;-3.794181,1.133207,2.306692;0.8375226,1.285,0.008730263;-0.02279641,0.6140969,0.619786,0.4880888;1.157763,1.017543,-0.8231089;-0.1565538,0.7566438,-0.119136,0.6235285;
192.5969;0.6621073,1.428824,-0.1700176;0.04501983,0.870937,-0.1153793,0.4755307;-3.794311,1.132987,2.306995;0.837491,1.285209,0.008523077;-0.02301045,0.6135058,0.620806,0.4875254;1.15399,1.017987,-0.826228;-0.160108,0.7602227,-0.1191509,0.6182474;
192.6079;0.6622807,1.428312,-0.1699579;0.04597044,0.8702962,-0.1169753,0.4762227;-3.794695,1.132616,2.307273;0.8382839,1.285058,0.008158118;-0.02248421,0.6133639,0.6214696,0.4868828;1.151067,1.018579,-0.828905;-0.1669758,0.7634016,-0.1229931,0.611727;
192.6189;0.6623864,1.427847,-0.1698793;0.04708154,0.8696343,-0.1184578,0.4769563;-3.795064,1.132252,2.307501;0.8389498,1.284881,0.007640749;-0.02142368,0.6127928,0.6223727,0.4864959;1.147415,1.019384,-0.8318245;-0.17216,0.7658398,-0.127748,0.6062431;
192.6298;0.6624635,1.427394,-0.1698073;0.04814079,0.8688746,-0.120081,0.4778284;-3.795681,1.13201,2.307031;0.8389004,1.284939,0.007230401;-0.01990145,0.6125879,0.6229895,0.486029;1.143548,1.019931,-0.8349063;-0.176992,0.7682565,-0.1332079,0.6005927;
192.6418;0.6625673,1.426938,-0.1696952;0.04903542,0.8680479,-0.1219543,0.4787646;-3.795738,1.131585,2.307512;0.8395708,1.284654,0.007049769;-0.01761047,0.6121978,0.62409,0.4851964;1.139727,1.020401,-0.8377959;-0.1816096,0.7707475,-0.1379251,0.5949311;
192.6538;0.6626098,1.426473,-0.1695662;0.04946295,0.8672885,-0.1239089,0.4795943;-3.795923,1.131223,2.307599;0.8407525,1.284248,0.006216258;-0.01490322,0.6117126,0.6253477,0.4842789;1.135532,1.020889,-0.8407582;-0.1866422,0.7728173,-0.1424829,0.5895904;
192.6647;0.6629165,1.425842,-0.1694041;0.04936959,0.8666547,-0.1261321,0.4801698;-3.795915,1.130821,2.307899;0.8405248,1.284011,0.005492657;-0.01307502,0.6113791,0.6264949,0.4832689;1.131484,1.021524,-0.8430215;-0.1907889,0.7736695,-0.1460039,0.5862747;
192.6756;0.6630537,1.425292,-0.1692014;0.04918495,0.8660502,-0.1282057,0.4807298;-3.796065,1.130455,2.307925;0.8415277,1.284011,0.004502803;-0.01118999,0.6113622,0.6272981,0.4822946;1.127404,1.022448,-0.8453354;-0.192179,0.7755094,-0.1463728,0.5832902;
192.6865;0.6633872,1.42462,-0.168989;0.04913982,0.8654717,-0.1302485,0.4812269;-3.796292,1.130014,2.308027;0.8414726,1.283949,0.003722519;-0.01019339,0.6114982,0.6279725,0.4812656;1.123074,1.023684,-0.8468931;-0.1879402,0.7769732,-0.1418298,0.5838454;
192.6957;0.6634699,1.424005,-0.1686752;0.04970283,0.8648165,-0.13253,0.4817238;-3.797031,1.129512,2.307642;0.8419138,1.2839,0.002670258;-0.008998581,0.6122856,0.628274,0.4798928;1.119357,1.024722,-0.8475099;-0.1842425,0.7774886,-0.1360429,0.585712;
192.7076;0.6636547,1.423306,-0.1683847;0.05055338,0.8640992,-0.1346666,0.4823296;-3.79687,1.129047,2.307825;0.8441118,1.283785,0.0008871257;-0.00830212,0.6133384,0.628042,0.4788636;1.115471,1.026299,-0.8480749;-0.1851394,0.7768906,-0.1315374,0.5872498;
192.7186;0.6636291,1.422682,-0.1680279;0.05196756,0.8632647,-0.1366487,0.4831154;-3.797242,1.12845,2.307804;0.8438944,1.283812,-0.0001938045;-0.008299474,0.6150274,0.6269891,0.4780765;1.111161,1.027553,-0.8484671;-0.1864569,0.7749876,-0.1275362,0.5902225;
192.7298;0.6636431,1.422059,-0.1676448;0.05346822,0.8624552,-0.1383697,0.4839071;-3.797296,1.127895,2.307886;0.8441648,1.284338,-0.001270503;-0.007298863,0.6164049,0.6265159,0.4769377;1.107694,1.0287,-0.8482907;-0.1873632,0.7731181,-0.1249776,0.5929283;
192.7413;0.6639082,1.421365,-0.1673151;0.05507093,0.8616558,-0.1397891,0.4847427;-3.797587,1.127234,2.307838;0.8437345,1.284348,-0.002123982;-0.006130976,0.6178965,0.6258974,0.4758349;1.103512,1.02951,-0.8478023;-0.1885598,0.7697638,-0.1228896,0.5973333;
192.7527;0.663934,1.420837,-0.166963;0.05653916,0.8609284,-0.14081,0.48557;-3.797916,1.126679,2.307522;0.8453393,1.28356,-0.002631009;-0.004131789,0.6189644,0.6257508,0.4746597;1.099479,1.030357,-0.8471979;-0.1888781,0.7670392,-0.1209155,0.6011284;
192.7648;0.664164,1.420358,-0.1666104;0.05793937,0.8602518,-0.1411808,0.4864955;-3.797731,1.126484,2.307073;0.8440453,1.283019,-0.003515989;-0.002643475,0.6196778,0.6257814,0.4736983;1.095555,1.030563,-0.8458202;-0.1867336,0.7631794,-0.1184698,0.6071678;
192.7766;0.6643436,1.419948,-0.1662556;0.05932659,0.8595402,-0.1416525,0.4874479;-3.798672,1.12541,2.307139;0.8434469,1.282639,-0.004046232;-0.0005113852,0.6202057,0.6262224,0.4724302;1.091785,1.030535,-0.8439076;-0.1821503,0.7597426,-0.1154375,0.6134222;
192.7875;0.664331,1.419727,-0.1658977;0.06046345,0.8588895,-0.1418905,0.4883851;-3.801476,1.125113,2.303342;0.8460746,1.281703,-0.005970806;0.001335734,0.6208301,0.6263863,0.4713898;1.088368,1.030119,-0.8418943;-0.1771595,0.7563382,-0.1127948,0.6195517;
192.7985;0.6644856,1.419426,-0.1654852;0.0612753,0.8582835,-0.1422824,0.4892346;-3.801257,1.124629,2.303566;0.8462907,1.280967,-0.006470174;0.002826566,0.6213707,0.6260346,0.4711383;1.084597,1.029218,-0.8399827;-0.172442,0.7527967,-0.1115431,0.6253952;
192.8105;0.6644279,1.419172,-0.1650414;0.06214814,0.857741,-0.1429543,0.4898798;-3.806961,1.124483,2.2959;0.8457978,1.280463,-0.007125705;0.003557329,0.6223814,0.6247395,0.471518;1.08079,1.028563,-0.8381172;-0.1685276,0.7496561,-0.1108348,0.6303411;
192.8216;0.6646628,1.418854,-0.1645934;0.06301764,0.8571239,-0.1437605,0.4906122;-3.805977,1.124049,2.297144;0.8457217,1.28051,-0.008638322;0.003284002,0.6232937,0.6210638,0.4751568;1.076909,1.02724,-0.8361638;-0.1627237,0.7472044,-0.1115675,0.6346333;
192.8324;0.6647213,1.418631,-0.1640924;0.06397301,0.8566054,-0.144256,0.4912484;-3.805003,1.123627,2.298356;0.8452814,1.279943,-0.009374231;0.00384086,0.6253129,0.6186292,0.4756753;1.073289,1.025893,-0.8338009;-0.1558509,0.7454807,-0.1120853,0.6382836;
192.8432;0.6646814,1.418507,-0.1636891;0.06526519,0.8559575,-0.1444011,0.4921642;-3.805889,1.123291,2.297342;0.8436072,1.27956,-0.009481817;0.004600171,0.6271927,0.6171094,0.4751676;1.069551,1.024478,-0.8319105;-0.149809,0.7440557,-0.1132232,0.6411856;
192.8533;0.6649973,1.418516,-0.1632075;0.06638717,0.8553817,-0.1443897,0.4930179;-3.804324,1.122962,2.299236;0.8431041,1.27884,-0.009900719;0.006511771,0.628912,0.6153399,0.4751674;1.065554,1.023337,-0.8300785;-0.1452347,0.7426547,-0.1139894,0.6437215;
192.8642;0.6649624,1.41864,-0.1628095;0.06715538,0.8547663,-0.1438983,0.4941234;-3.80371,1.122795,2.299775;0.8448659,1.277233,-0.01061037;0.008235645,0.6305856,0.6134691,0.4753416;1.061865,1.022166,-0.8282604;-0.1423812,0.7421047,-0.1149803,0.6448161;
192.8752;0.665316,1.418772,-0.1624851;0.06754941,0.8542793,-0.1433888,0.4950592;-3.803054,1.122587,2.300729;0.8460132,1.276059,-0.01142359;0.01036546,0.6318228,0.6118784,0.4757073;1.056279,1.021295,-0.8278499;-0.1416187,0.7419937,-0.1151128,0.6450881;
192.8862;0.6655819,1.418824,-0.1621433;0.06778286,0.8537719,-0.1428796,0.4960488;-3.80145,1.122385,2.302671;0.8453051,1.275124,-0.01150718;0.01284655,0.6322261,0.6113375,0.4758063;1.052737,1.020298,-0.8261954;-0.1382697,0.7422532,-0.1152505,0.6454912;
192.8972;0.6656954,1.419045,-0.1617461;0.06785681,0.8532544,-0.1423516,0.4970799;-3.803345,1.122302,2.30007;0.8446358,1.274146,-0.01170757;0.01497145,0.6326072,0.6110883,0.4755577;1.049423,1.018818,-0.8240345;-0.1365503,0.7424721,-0.1150438,0.6456425;
192.9082;0.6659945,1.419156,-0.1612888;0.06804026,0.8527355,-0.1417261,0.498123;-3.804446,1.12236,2.298393;0.8451266,1.272988,-0.01194221;0.01675786,0.6331971,0.6111219,0.474669;1.045819,1.017734,-0.8223813;-0.1366588,0.742966,-0.1157676,0.6449216;
192.918;0.6661585,1.419263,-0.1608898;0.06835442,0.8520166,-0.1410681,0.499495;-3.802493,1.12225,2.301085;0.8443348,1.271976,-0.01216882;0.01781708,0.6337086,0.6111438,0.4739191;1.042848,1.01665,-0.8203421;-0.1345411,0.7449649,-0.1159077,0.643033;
192.9298;0.6664746,1.419343,-0.1604529;0.06912173,0.8512166,-0.1405742,0.5008907;-3.801859,1.122233,2.301785;0.8448988,1.27081,-0.01300496;0.01835974,0.6344083,0.6108598,0.4733281;1.039379,1.015434,-0.8183783;-0.1322873,0.7465106,-0.1166862,0.6415655;
192.9407;0.6668547,1.419232,-0.1599857;0.07008263,0.8502683,-0.1402045,0.5024688;-3.802892,1.122195,2.300515;0.8442971,1.269597,-0.01350164;0.0189644,0.6345338,0.6109453,0.4730255;1.03628,1.014024,-0.8159528;-0.1257763,0.7492161,-0.1195988,0.6391805;
192.9522;0.6669967,1.418974,-0.159521;0.07126199,0.8491423,-0.1404707,0.5041301;-3.806326,1.122318,2.295754;0.8454673,1.267781,-0.01415595;0.02000504,0.6347226,0.610992,0.4726689;1.033106,1.012423,-0.8132982;-0.1206551,0.7508575,-0.1216589,0.6378514;
192.964;0.6672157,1.418616,-0.1590202;0.07265726,0.8479379,-0.1413031,0.505723;-3.818286,1.122706,2.278648;0.8466957,1.266302,-0.01565593;0.02091088,0.6346269,0.6113932,0.4722393;1.030178,1.010929,-0.8103184;-0.1176605,0.7519153,-0.126833,0.6361547;
192.9749;0.667224,1.41803,-0.1583981;0.07442572,0.8465499,-0.1430591,0.5072951;-3.809796,1.122634,2.290137;0.8467537,1.264179,-0.01716354;0.02027258,0.634855,0.6109735,0.4725034;1.028113,1.009909,-0.8069994;-0.1144198,0.7525086,-0.1339025,0.6345937;
192.9856;0.6675135,1.417297,-0.1578497;0.07605027,0.845129,-0.1452382,0.5088018;-3.812776,1.122647,2.285703;0.8499793,1.261238,-0.01976514;0.01620034,0.6369367,0.6071673,0.4747601;1.025176,1.008556,-0.8038534;-0.1114984,0.7528372,-0.1403708,0.6333248;
192.9965;0.6675587,1.416615,-0.1571945;0.07729097,0.8437857,-0.1473331,0.51024;-3.803451,1.122108,2.29992;0.8503699,1.258715,-0.02241138;0.007789267,0.641652,0.5988871,0.4791203;1.022435,1.007327,-0.8000477;-0.1110251,0.7516626,-0.1492459,0.6327738;
193.0073;0.6675434,1.416039,-0.1565746;0.07856922,0.8423866,-0.1493978,0.5117539;-3.80327,1.121928,2.300464;0.8528765,1.255833,-0.02533773;-0.000720994,0.6478443,0.5889596,0.4831397;1.01969,1.006669,-0.7960192;-0.112483,0.7493419,-0.157183,0.6333466;
193.0184;0.6677683,1.415461,-0.1559326;0.07982752,0.8411162,-0.1510146,0.5131723;-3.803203,1.12161,2.30073;0.855157,1.252938,-0.02919132;-0.0137663,0.6571747,0.5718085,0.4908839;1.016996,1.006339,-0.791605;-0.1129727,0.7463624,-0.1623057,0.6354819;
193.0293;0.667785,1.414996,-0.1554449;0.08127195,0.8397917,-0.1520779,0.514798;-3.807428,1.121487,2.294326;0.8557429,1.250085,-0.03279364;-0.02607948,0.6669717,0.5519266,0.4998457;1.014028,1.006595,-0.7868763;-0.1141982,0.7425337,-0.1647196,0.6391165;
193.0422;0.6678321,1.414593,-0.154947;0.08259714,0.8385708,-0.1528063,0.5163594;-3.815077,1.121206,2.282615;0.8581119,1.246941,-0.03647235;-0.03130893,0.6760541,0.5348582,0.5058629;1.01109,1.007342,-0.7819538;-0.1157686,0.7382499,-0.1647902,0.6437616;
193.0522;0.6680849,1.41407,-0.1546626;0.08375769,0.8374906,-0.1534334,0.5177376;-3.822589,1.120976,2.271361;0.858528,1.243531,-0.03952292;-0.03090033,0.6867756,0.5194148,0.5075359;1.008181,1.008404,-0.7767785;-0.1162386,0.7339187,-0.1626156,0.6491596;
193.0642;0.668192,1.41358,-0.1543337;0.08467823,0.8366492,-0.1541997,0.5187198;-3.810895,1.120334,2.288723;0.8523092,1.242492,-0.04256064;-0.02711847,0.6986115,0.5053824,0.505762;1.00501,1.009465,-0.7719249;-0.1167302,0.7299308,-0.1609855,0.6539563;
193.0771;0.6683428,1.413093,-0.1540017;0.08579794,0.8358658,-0.1553425,0.5194572;-3.807015,1.11981,2.294327;0.8531617,1.238274,-0.04634866;-0.02237036,0.712792,0.4913345,0.5000176;1.001731,1.011004,-0.7668033;-0.1180166,0.7252551,-0.1571493,0.6598343;
193.0882;0.6683621,1.412615,-0.1536909;0.08685368,0.8350079,-0.1569069,0.5201909;-3.805287,1.119404,2.296977;0.8518784,1.23449,-0.05035958;-0.01805302,0.7284762,0.4760391,0.4923244;0.9987308,1.012323,-0.7617627;-0.1191903,0.7210774,-0.154968,0.6647;
193.0991;0.6683929,1.412087,-0.1534363;0.08809367,0.8343064,-0.1586339,0.5205841;-3.805315,1.118974,2.296891;0.8509239,1.229487,-0.05398551;-0.01594524,0.7423254,0.4607575,0.4862113;0.9955238,1.013592,-0.7567192;-0.1200256,0.7173998,-0.1536392,0.6688246;
193.1088;0.6683089,1.41167,-0.1532435;0.08907764,0.8338504,-0.1604084,0.5206033;-3.805258,1.118371,2.297541;0.8484578,1.224891,-0.05821544;-0.01140539,0.7576927,0.4468392,0.4755065;0.9921168,1.0148,-0.7521899;-0.1211585,0.7143877,-0.1534489,0.6718811;
193.1201;0.6682127,1.411233,-0.1530466;0.08999231,0.8335146,-0.1622664,0.5204079;-3.805238,1.117905,2.297709;0.8478655,1.21955,-0.06373575;-0.006835312,0.7721773,0.4350954,0.4630199;0.9886745,1.016013,-0.7478448;-0.1223012,0.7116749,-0.1540925,0.6744011;
193.1323;0.6681688,1.410728,-0.1529116;0.09086418,0.8334139,-0.1640148,0.5198694;-3.806277,1.117417,2.296041;0.8478847,1.21507,-0.06982309;-0.003510428,0.7872478,0.4192991,0.4521248;0.9851663,1.017177,-0.743698;-0.1238733,0.7095885,-0.1560315,0.6758652;
193.143;0.6680104,1.410231,-0.1527511;0.09201284,0.8332813,-0.1658675,0.5192917;-3.806599,1.117018,2.295393;0.8435949,1.20898,-0.07558021;-0.006624334,0.8049777,0.3990073,0.4390448;0.9817438,1.018091,-0.7397695;-0.1251226,0.7080472,-0.1587981,0.6766068;
193.1542;0.6678084,1.409642,-0.1526234;0.09350038,0.8331237,-0.1675277,0.5187456;-3.809422,1.116557,2.290846;0.8472284,1.200988,-0.08292389;-0.008772845,0.8229576,0.3758453,0.4259157;0.9785204,1.019089,-0.7355261;-0.1261493,0.7057623,-0.1600863,0.6784971;
193.166;0.6673343,1.409194,-0.1524808;0.09529325,0.832895,-0.1688572,0.5183554;-3.809583,1.116067,2.290576;0.8425168,1.193523,-0.08918421;-0.01398481,0.842539,0.348926,0.4101014;0.9751387,1.020113,-0.7315896;-0.1272341,0.7037672,-0.1610198,0.680144;
193.1769;0.6670256,1.408843,-0.1524279;0.09689313,0.8326842,-0.169883,0.5180624;-3.806949,1.1157,2.29455;0.843763,1.183094,-0.09772114;-0.01406772,0.8659688,0.316465,0.3869756;0.9716638,1.021169,-0.727456;-0.1280672,0.7015039,-0.1616256,0.682179;
193.1874;0.6667951,1.408722,-0.1524213;0.09842312,0.8325473,-0.1702156,0.5178847;-3.80672,1.115356,2.294735;0.8403305,1.17348,-0.1038129;-0.008945963,0.884101,0.2901251,0.3662142;0.968249,1.022349,-0.7235378;-0.1288801,0.6994128,-0.161751,0.6841406;
193.1994;0.6664544,1.408741,-0.1525233;0.0993084,0.8325568,-0.16967,0.5178794;-3.805575,1.115056,2.295847;0.8357123,1.163658,-0.108859;0.007276472,0.900382,0.2659439,0.3442864;0.9648451,1.023402,-0.7198637;-0.1300173,0.6975885,-0.162383,0.6856366;
193.2104;0.6662719,1.408641,-0.152686;0.09981308,0.8326508,-0.169079,0.5178246;-3.805409,1.114799,2.295614;0.8367882,1.153407,-0.114398;0.02569762,0.9131817,0.2431808,0.3260398;0.9616114,1.024424,-0.7161882;-0.1315639,0.6957923,-0.1631954,0.6869726;
193.2213;0.6657516,1.40861,-0.1528414;0.09983374,0.8328332,-0.1685296,0.5177063;-3.80633,1.114443,2.293815;0.8335648,1.14385,-0.1181395;0.05000468,0.9218848,0.2252988,0.3112369;0.958563,1.025527,-0.7128428;-0.1341121,0.6947317,-0.1645173,0.6872379;
193.2324;0.6652308,1.408444,-0.1530247;0.09980442,0.8329707,-0.1687217,0.5174282;-3.80952,1.114186,2.288422;0.8359244,1.134566,-0.1223979;0.0742365,0.9256865,0.2167974,0.3009856;0.9553733,1.026575,-0.7093552;-0.1361499,0.693325,-0.1656056,0.687996;
193.2444;0.6645559,1.40829,-0.1531837;0.09976,0.8330768,-0.1692977,0.5170777;-3.810559,1.114096,2.285976;0.8326069,1.125917,-0.1261819;0.08410884,0.9317048,0.2033407,0.2889713;0.9520901,1.027683,-0.7058989;-0.138583,0.6919106,-0.1664561,0.6887285;
193.2551;0.6638621,1.407998,-0.1533388;0.09944805,0.8332504,-0.1705306,0.5164526;-3.810137,1.113898,2.286151;0.8299077,1.117594,-0.1290982;0.08573886,0.9358602,0.1953121,0.2804778;0.9487594,1.028859,-0.7027181;-0.1409804,0.6907007,-0.1669331,0.6893407;
193.2672;0.6630379,1.407615,-0.153505;0.09914736,0.8333952,-0.1719938,0.5157911;-3.810575,1.113729,2.284806;0.8271239,1.108902,-0.1326456;0.08624635,0.9404558,0.1852154,0.2716612;0.9453051,1.029957,-0.6995463;-0.1433411,0.68966,-0.1680345,0.6896281;
193.2781;0.6621236,1.407254,-0.1536471;0.09921265,0.8334469,-0.1735622,0.5151691;-3.807465,1.113569,2.289165;0.8256521,1.099842,-0.1363119;0.09015821,0.9445012,0.1732817,0.2641256;0.942042,1.030854,-0.696293;-0.1457056,0.6885998,-0.1695472,0.6898217;
193.2889;0.6610892,1.40689,-0.1537125;0.09961695,0.8335238,-0.1750918,0.5144488;-3.823958,1.112115,2.264441;0.8245579,1.090816,-0.1402904;0.09458378,0.9476052,0.1586515,0.26063;0.938605,1.031926,-0.6928713;-0.1482332,0.6871709,-0.1712684,0.6902828;
193.3;0.6600429,1.406448,-0.1537798;0.1002416,0.8335155,-0.1767759,0.5137645;-3.82527,1.111774,2.261709;0.8230375,1.081247,-0.144328;0.09928551,0.9509974,0.1414724,0.2563824;0.9352158,1.032845,-0.689493;-0.1517554,0.6850389,-0.1744685,0.6908349;
193.3111;0.6587311,1.406045,-0.1538553;0.1010419,0.8335508,-0.1786169,0.5129129;-3.828952,1.11056,2.257001;0.8227572,1.0711,-0.1487522;0.09768462,0.954613,0.1203994,0.2543144;0.9315082,1.033681,-0.6859679;-0.1565792,0.6819603,-0.1794647,0.6915241;
193.3231;0.6574147,1.405551,-0.1539222;0.1021491,0.8336148,-0.1805855,0.5118992;-3.829628,1.109858,2.255556;0.8228133,1.060813,-0.1537704;0.08831923,0.9587012,0.09783733,0.2520311;0.9275454,1.034642,-0.6822006;-0.1622295,0.6776641,-0.1862621,0.6926467;
193.3342;0.6560239,1.405002,-0.1539031;0.1031318,0.8338118,-0.1824145,0.5107316;-3.829805,1.109401,2.254442;0.8227941,1.050818,-0.1585881;0.07232638,0.962921,0.07648806,0.2483982;0.9237317,1.035488,-0.6784346;-0.1676403,0.6736019,-0.1937422,0.6932685;
193.3461;0.6545917,1.404554,-0.1538888;0.104085,0.8341056,-0.1840921,0.509455;-3.828617,1.109077,2.254842;0.8228661,1.041374,-0.1633813;0.05178864,0.9667816,0.05532644,0.2441116;0.9195789,1.035838,-0.6744732;-0.1743192,0.6687138,-0.2042977,0.6933232;
193.3571;0.6531796,1.404037,-0.1538775;0.1047765,0.8344678,-0.1857141,0.5081295;-3.811155,1.110151,2.277815;0.8221899,1.032382,-0.1681727;0.0349643,0.969274,0.03577313,0.2408437;0.9152131,1.036391,-0.6701581;-0.1809488,0.6636203,-0.2148023,0.6933438;
193.3679;0.6517305,1.403605,-0.1538684;0.1053979,0.8349674,-0.1873575,0.5065747;-3.803168,1.110349,2.287595;0.8238145,1.024897,-0.17254;0.02016285,0.9695745,0.02193717,0.2429767;0.9102451,1.036968,-0.665512;-0.1877612,0.6576452,-0.2252265,0.6939176;
193.3787;0.6502999,1.403171,-0.1538436;0.1058068,0.8354717,-0.1890335,0.505033;-3.805811,1.109688,2.282182;0.8250271,1.018231,-0.1766597;0.01385844,0.9687467,0.01175693,0.2473856;0.9053129,1.037567,-0.6606413;-0.1951179,0.6502423,-0.2351529,0.6955696;
193.39;0.6488168,1.402769,-0.1538589;0.1060956,0.836132,-0.1907903,0.5032158;-3.80917,1.108827,2.276012;0.8286213,1.013527,-0.1801535;0.01722801,0.9660023,0.01008322,0.2577615;0.8996098,1.038549,-0.6544319;-0.2032084,0.6384259,-0.247029,0.7000682;
193.4021;0.64732,1.402503,-0.1536973;0.1062041,0.8369356,-0.192522,0.5011934;-3.8118,1.108148,2.270234;0.832245,1.009669,-0.1835684;0.02700348,0.9628177,0.0130447,0.2684824;0.8937207,1.039018,-0.6463487;-0.207312,0.6225771,-0.260308,0.7082791;
193.4127;0.6458902,1.402111,-0.1535571;0.1062268,0.8378775,-0.1939624,0.4990549;-3.816609,1.10734,2.261592;0.8361082,1.006331,-0.1873493;0.03574818,0.9599675,0.01728791,0.2772827;0.8875806,1.039225,-0.6376002;-0.2093894,0.6054654,-0.2758223,0.7165821;
193.4238;0.6444144,1.40185,-0.1534095;0.1064394,0.8387828,-0.1951589,0.4970182;-3.815617,1.106949,2.261129;0.8388234,1.004531,-0.190308;0.04261594,0.957791,0.02367754,0.2833017;0.8807267,1.037841,-0.6264452;-0.2082623,0.5819078,-0.3029547,0.7254161;
193.4348;0.6430471,1.401528,-0.1533496;0.106778,0.8396602,-0.1962798,0.4950188;-3.811601,1.106844,2.264634;0.8403257,1.001812,-0.1930587;0.04405335,0.9564973,0.02661374,0.2871656;0.8745983,1.034764,-0.6149487;-0.206215,0.5546089,-0.3379906,0.7318789;
193.4456;0.6416995,1.401216,-0.153236;0.1072173,0.8406315,-0.1968837,0.4930316;-3.813713,1.106245,2.259844;0.8412516,1.001812,-0.1956797;0.04261576,0.9563657,0.032759,0.2871853;0.8663344,1.031766,-0.6023365;-0.2041597,0.5268863,-0.375507,0.7346455;
193.4568;0.640377,1.40092,-0.1531294;0.10766,0.8416349,-0.1973603,0.4910286;-3.815639,1.105872,2.254881;0.8404986,1.001452,-0.1981658;0.0412113,0.9572088,0.03838955,0.2838649;0.8579777,1.029967,-0.5905911;-0.2032151,0.5018151,-0.4052682,0.7366431;
193.4676;0.6390795,1.400618,-0.1530199;0.1081817,0.8426169,-0.1979216,0.4889996;-3.812173,1.105704,2.257811;0.8388953,1.001886,-0.2006467;0.04302147,0.9582206,0.04561071,0.2790736;0.8489794,1.027099,-0.5776733;-0.1988015,0.4772407,-0.4311152,0.7394992;
193.4788;0.6376074,1.400317,-0.1528515;0.1086081,0.8435432,-0.1987931,0.4869503;-3.806016,1.105786,2.264013;0.8387671,1.002452,-0.2032859;0.04608624,0.9591107,0.0537371,0.2740349;0.839236,1.02562,-0.5647836;-0.1910552,0.4582106,-0.4420145,0.7471039;
193.4906;0.6362105,1.399897,-0.15255;0.1089491,0.8444835,-0.200058,0.4847211;-3.804894,1.105261,2.263963;0.8375584,1.003613,-0.2061152;0.05086266,0.9602829,0.06302989,0.2670149;0.8305322,1.023546,-0.5524401;-0.1814271,0.4452924,-0.4417328,0.7574107;
193.5017;0.6348128,1.399467,-0.1522098;0.1090583,0.8454044,-0.2017077,0.4824021;-3.802919,1.104912,2.264861;0.837118,1.004856,-0.2092524;0.05584342,0.960754,0.07160266,0.2621188;0.8222935,1.021515,-0.5409669;-0.1719965,0.4381858,-0.4353227,0.7674012;
193.5128;0.633264,1.399045,-0.1518019;0.1087192,0.846281,-0.203612,0.4801363;-3.798709,1.105131,2.267769;0.8365225,1.005209,-0.2120695;0.06649088,0.959515,0.07952287,0.2618893;0.8147619,1.01891,-0.5298993;-0.1644634,0.4329825,-0.4327079,0.773461;
193.5248;0.6319168,1.39872,-0.1514236;0.1082782,0.8472207,-0.205026,0.4779721;-3.804339,1.104668,2.257463;0.8373877,1.005694,-0.2148643;0.07983933,0.9574986,0.08763962,0.2629477;0.8073496,1.0157,-0.5184047;-0.1576279,0.4259197,-0.4338525,0.7781503;
193.5357;0.6306918,1.398421,-0.1511587;0.1078326,0.8481068,-0.2059427,0.4761036;-3.806654,1.104362,2.251771;0.8376583,1.004963,-0.2164956;0.09868302,0.9533588,0.09249794,0.2698385;0.8001307,1.011543,-0.5068489;-0.1516735,0.420532,-0.43659,0.7807286;
193.5466;0.6294078,1.398201,-0.1509867;0.1076143,0.848935,-0.2061455,0.4745868;-3.801207,1.104306,2.256978;0.8386327,1.003809,-0.2180015;0.1155222,0.9488404,0.09319029,0.2786971;0.7934972,1.006993,-0.4953093;-0.1461392,0.4161643,-0.4404782,0.7819397;
193.5583;0.6281714,1.397914,-0.1507917;0.1078097,0.8496972,-0.2059016,0.4732825;-3.788936,1.104151,2.271738;0.8407238,1.001945,-0.219781;0.1305706,0.9443969,0.09067328,0.2878267;0.7869576,1.002694,-0.4846487;-0.1415828,0.4123949,-0.4435065,0.7830624;
193.5697;0.6270429,1.397536,-0.1507234;0.1081707,0.8503221,-0.2058326,0.4721065;-3.782994,1.103991,2.277514;0.8412234,1.000642,-0.22116;0.1409796,0.9413131,0.08911905,0.293449;0.7802399,0.9984802,-0.4736196;-0.1367642,0.4082491,-0.4443733,0.7855958;
